id;Country;Name;Sector;;
;Greece;INTERREG FRMWK LOAN INFRA;Credit lines;;
;Greece;ENVIREG FRMWK INFRA;Credit lines;;
;Guinea-Bissau;PROJET ENERGIE;Energy;;
;Greece;NIBID SHELMAN(AUT.GLO.IND.V);Credit lines;;
;Italy;OLIVETTI OFFICE;Industry;;
;Italy;SONDEL COGENERAZIONE;Energy;;
;United Kingdom;GCC - GWENT INFRASTRUCTURE;Transport;;
;Italy;BANCO DI NAPOLI PG CN II;Credit lines;;
;Germany;WESTLB GL VIII;Credit lines;;
;Spain;RENFE - AVE MADRID-SEVILLA 2;Transport;;
;Ireland;IRISH INFRASTRUCTURE FRAMEWORK II;Composite infrastructure;;
;Germany;FLUGHAFEN MUENCHEN 2;Transport;;
;Ireland;IRISH ROADS XII;Transport;;
;Ireland;TECHNICAL EDUCATION II;Education;;
;Germany;HAINDL SCHWEDT/ODER;Industry;;
;Germany;HAINDL SCHWEDT/ODER;Industry;;
;Mauritius;MAURILAIT;Industry;;
;Mauritius;MAURILAIT;Industry;;
;Germany;KFW GL IV;Credit lines;;
;Italy;SIP MEZZOGIORNO IX;Telecom;;
;Italy;EDISON MARGHERA;Energy;;
;Spain;INFRAESTRUCTURA CASTILLA LA MANCHA;Composite infrastructure;;
;Spain;TELEFONICA DE ESPANA II-2;Telecom;;
;Spain;TELEFONICA DE ESPANA II-2;Telecom;;
;Spain;TELEFONICA DE ESPANA II-2;Telecom;;
;Germany;SUDWESTLB GL INFRA/UMWELT/ENERGIE;Credit lines;;
;Spain;HISPASAT;Telecom;;
;Norway;DEMINEX SNORRE & VESLEFRIKK OIL FIELDS;Energy;;
;France;EURO-ASPARTAME DUNKERQUE;Industry;;
;France;CNA/SAPN AUTOROUTE A29;Transport;;
;Germany;IKB GL VII;Credit lines;;
;Germany;IKB GL VII;Credit lines;;
;Germany;NORTH GERMAN STATE BANKS GL;Credit lines;;
;Germany;NORTHERN GERMAN STATE BANKS GL II;Credit lines;;
;Germany;NORTHERN GERMAN STATE BANKS GL II;Credit lines;;
;Germany;STADT KOELN ABWASSERANLAGEN II;Water, sewerage;;
;France;CNA/ASF AUTOROUTE A 83;Transport;;
;Germany;VERBUNDNETZ GAS OSTDEUTSCH.1&2(EIB/ED);Energy;;
;France;CNA/SANEF AUTOROUTE A16 SUD;Transport;;
;France;AEROSPATIALE-GRAMONT A 330/340 II;Industry;;
;Spain;SEGUNDO CINTURON DE BARCELONA;Transport;;
;Italy;MCC PG CN XIV (BEI/PMI B);Credit lines;;
;Italy;MCC PG CN XV;Credit lines;;
;Italy;MCC PG CN XVI;Credit lines;;
;Germany;WESTLB GL VIII;Credit lines;;
;Denmark;ORESUND FERRY CONNECTION;Transport;;
;Denmark;CPH REG NAT GAS 3;Energy;;
;Germany;NORTHERN GERMAN STATE BANKS GL II;Credit lines;;
;Italy;CIS PG MEZZOGIORNO XIII;Credit lines;;
;France;SNCF TGV NORD 2;Transport;;
;Italy;INTERBANCA PG MG V;Credit lines;;
;Germany;SUDWESTLB GL INFRA/UMWELT/ENERGIE;Credit lines;;
;Belgium;ONDRAF DESSEL 1 & 2 (EIB/ED);Energy;;
;France;BAIL EQUIPEMENT PG IV;Credit lines;;
;Italy;NESTLE ITALIA;Industry;;
;Italy;NESTLE ITALIA;Industry;;
;Spain;ELECTROLUX ESPANA;Industry;;
;Italy;NESTLE ITALIA;Industry;;
;Italy;NESTLE ITALIA;Industry;;
;Italy;MCC PG MZG VIII;Credit lines;;
;Italy;MCC PG MZG IX;Credit lines;;
;United Kingdom;SEVERN TRENT WATER V;Water, sewerage;;
;Spain;INFRAESTRUCTURA DE ASTURIAS;Composite infrastructure;;
;United Kingdom;SEVERN TRENT WATER IV;Water, sewerage;;
;Italy;ENEL IMPIANTI IDROELETTRICI III;Energy;;
;Italy;ENEL RETI MEZZOGIORNO II;Energy;;
;Italy;ENEL IMPIANTI IDROELETTRICI IV;Energy;;
;Italy;ENEL FIUME SANTO II;Energy;;
;Germany;WESTLB GL VIII;Credit lines;;
;Germany;WESTLB GL VIII;Credit lines;;
;Tunisia;BDET IV A;Credit lines;;
;Tunisia;BDET IV B;Credit lines;;
;Tunisia;BDET IV B;Credit lines;;
;Madagascar;PNB-AQUACULTURE A;Industry;;
;Madagascar;PNB-AQUACULTURE A;Industry;;
;France;CLF NORD/PAS-DE-CALAIS PGRI III;Credit lines;;
;France;CLF PAYS DE LA LOIRE PGRI III;Credit lines;;
;The Netherlands;PGEM/AKZO HEAT AND POWER PLANT;Credit lines;;
;France;CLF RHONE-ALPES PGRI III;Credit lines;;
;Portugal;ANA - AEROPORTOS E NAVEGACAO AEREA;Transport;;
;Portugal;CTT TELECOM III;Telecom;;
;Portugal;EDP TRANSMISSION/DISTRIBUTION;Energy;;
;Portugal;CAMINHOS DE FERRO PORTUGUESES II;Transport;;
;Portugal;BRISA VI;Transport;;
;Belgium;CERA GL (B);Credit lines;;
;Spain;CARRETERAS DE MURCIA;Transport;;
;Portugal;CELBI AMBIENTE;Industry;;
;Germany;DBP-TELEKOMMUNIKATION;Telecom;;
;Spain;INFRAESTRUCTURA DE GALICIA II;Composite infrastructure;;
;Spain;INFRAESTRUCTURA DE GALICIA II;Composite infrastructure;;
;Italy;AGROINDUSTRIA PG CN V;Credit lines;;
;The Netherlands;ELF PETROLAND GAS PIPELINE;Energy;;
;Italy;ITALGAS ROMA IV;Energy;;
;Spain;REHABILITACION URBANA BARCELONA;Urban development;;
;Italy;MC LOMBARDO PG CN VII;Credit lines;;
;Italy;UNICEM III;Industry;;
;Belgium;DISTRIGAZ ZEEPIPE;Energy;;
;Belgium;DISTRIGAZ ZEEPIPE;Energy;;
;Hungary;ROADS I;Transport;;
;Italy;IMI PG CN XV;Credit lines;;
;United Kingdom;WESSEX WATER III;Water, sewerage;;
;The Netherlands;NIB SME/ENVIRONMENT GL III;Credit lines;;
;France;METROBUS ROUEN;Transport;;
;Italy;CENTRI TURISTICI CULTURALI/FIO;Services;;
;Czech Republic;STATE BANK APEX GLOBAL LOAN;Credit lines;;
;Slovakia;STATE BANK APEX GLOBAL LOAN;Credit lines;;
;France;ROUTE DU JURA RD 436 (AUT.GL.INFRA II);Transport;;
;United Kingdom;SOUTHERN WATER II;Water, sewerage;;
;Germany;NORTH GERMAN STATE BANKS GL;Credit lines;;
;Ireland;AER LINGUS FLEET;Transport;;
;Ireland;AER LINGUS FLEET;Transport;;
;Ireland;AER LINGUS FLEET;Transport;;
;Ireland;AER LINGUS FLEET;Transport;;
;Ireland;AER LINGUS FLEET;Transport;;
;Ireland;AER LINGUS FLEET;Transport;;
;Ireland;AER LINGUS FLEET;Transport;;
;Ireland;AER LINGUS FLEET;Transport;;
;Belgium;CREDIT GENERAL GL II;Credit lines;;
;Spain;CARRETERAS DE ANDALUCIA III;Transport;;
;Italy;AGIP-SNAM STOCCAGGIO;Energy;;
;United Kingdom;BOC INDUSTRIAL GASES;Industry;;
;Denmark;KOMMUNEKREDIT GL II;Credit lines;;
;Italy;AMBIENTE BASILICATA-CALABRIA/FIO;Water, sewerage;;
;France;CLF LORRAINE PG PGRI II;Credit lines;;
;Italy;AMBIENTE ABRUZZO II/FIO;Solid waste;;
;Italy;ISVEIMER PG MG XVIII;Credit lines;;
;Italy;PLASMON LATINA;Industry;;
;Mali;CMDT II;Industry;;
;Italy;RAFFINERIA ISAB II;Industry;;
;Italy;BANCO DI NAPOLI PG MG VII;Credit lines;;
;Italy;BANCO DI NAPOLI PG MG VII;Credit lines;;
;Italy;BURGO MEZZOGIORNO;Industry;;
;Italy;BURGO MEZZOGIORNO;Industry;;
;France;PORT DE CAEN-OUISTREHAM(AUT.GL.INFR.II;Transport;;
;Italy;AMBIENTE NORD/FIO 89;Solid waste;;
;Italy;AGIP-SNAM STOCCAGGIO;Energy;;
;Jamaica;CAUSTIC SODA STUDY;Services;;
;France;EURO DISNEYLAND (ACCORD CADRE);Services;;
;France;EURO DISNEYLAND (ACCORD CADRE);Services;;
;Italy;DISINQUINAMENTO PO V/FIO 89;Water, sewerage;;
;Italy;AGIP-SNAM STOCCAGGIO;Energy;;
;Ireland;IRISH INFRASTRUCTURE FRAMEWORK II;Composite infrastructure;;
;Italy;RAFFINERIA ISAB II;Industry;;
;Denmark;KJOEBENHAVNS TELEFON II;Telecom;;
;Denmark;DSB ELECTRIFICATION II;Transport;;
;Ireland;TECHNICAL EDUCATION II;Education;;
;Belgium;EUROCONTROL INFRASTRUCTURE;Transport;;
;Italy;AMBIENTE ABRUZZO III/FIO 89;Solid waste;;
;Ireland;WATERFORD HARBOUR;Transport;;
;Ireland;ALLIED IRISH BANK GL;Credit lines;;
;Spain;RENFE - AVE MADRID-SEVILLA;Transport;;
;Spain;RENFE - AVE MADRID-SEVILLA;Transport;;
;United Kingdom;EUROTUNNEL (UK AND F);Transport;;
;Germany;IKB GL VII;Credit lines;;
;Germany;SUDWESTLB GL INFRA/UMWELT/ENERGIE;Credit lines;;
;France;EUROTUNNEL(F/UK);Transport;;
;Denmark;GREAT BELT LINK PPP;Transport;;
;Greece;KALAMATA RECONSTRUCTION;Composite infrastructure;;
;Jordan;SAHAB INDUSTRIAL ESTATE III;Industry;;
;United Kingdom;EUROTUNNEL (UK AND F);Transport;;
;Italy;ENEL TURBIGO;Energy;;
;Italy;ALFA AVIO II;Industry;;
;France;EUROTUNNEL(F/UK);Transport;;
;Italy;BNL PG EN/AMB/TA III;Credit lines;;
;Italy;CENTROBANCA PG CN VI;Credit lines;;
;Italy;CENTROBANCA PG CN VI;Credit lines;;
;Denmark;CPH REG NAT GAS 3;Energy;;
;Bulgaria;ENERGY I-LIGNITE POWER PLANT;Energy;;
;Denmark;DANISH MOTORWAYS;Transport;;
;Denmark;DSB ELECTRIFICATION II;Transport;;
;Portugal;DEUTSCHE BANK DE INVESTIMENTO GL II;Credit lines;;
;Germany;NORTH GERMAN STATE BANKS GL;Credit lines;;
;Italy;SOL PIOMBINO;Industry;;
;Germany;WESTLB GL VII;Credit lines;;
;Angola;GRANITES ANGOROCHA;Industry;;
;Angola;GRANITES ANGOROCHA;Industry;;
;Germany;STADT KOELN ABWASSERANLAGEN II;Water, sewerage;;
;Italy;BURGO MEZZOGIORNO;Industry;;
;Luxembourg;TDK TAPES BASCHARAGE;Industry;;
;Germany;IKB GL VII;Credit lines;;
;Spain;FECSA-DISTRIBUCION ELECTRICA CATALUNA;Energy;;
;Spain;RED ELECTRICA DE ESPANA 2;Energy;;
;Spain;RED ELECTRICA DE ESPANA 2;Energy;;
;Spain;RETEVISION ESPANA TELECOMUNICACIONES;Telecom;;
;Spain;RETEVISION ESPANA TELECOMUNICACIONES;Telecom;;
;Italy;ACQUE VENETO/FIO;Solid waste;;
;Italy;AMBIENTE VENETO/FIO;Water, sewerage;;
;Italy;SAIPO-TORINO;Industry;;
;Italy;NESTLE ITALIA;Industry;;
;Italy;NESTLE ITALIA;Industry;;
;Italy;AMBIENTE URBANO CN/FIO;Urban development;;
;Italy;AMBIENTE BASILICATA-CALABRIA/FIO;Solid waste;;
;Italy;AMBIENTE MEZZOGIORNO/FIO 89;Solid waste;;
;Italy;SIP MEZZOGIORNO VIII;Telecom;;
;Italy;SIP MEZZOGIORNO VIII;Telecom;;
;Italy;DIFESA PO-LIVENZA/FIO;Water, sewerage;;
;Italy;METANO CITTA III;Energy;;
;Italy;METANO CITTA III;Energy;;
;Italy;MCC PG CN XIV (BEI/PMI B);Credit lines;;
;Italy;MCC PG MZG VIII;Credit lines;;
;Italy;MCC PG CN XV;Credit lines;;
;Italy;MCC PG MZG IX;Credit lines;;
;Spain;CARBUROS MESSER GRIESHEIM;Industry;;
;Italy;BNL PG MEZZOGIORNO X;Credit lines;;
;Italy;BNL PG MEZZOGIORNO X;Credit lines;;
;Italy;PROTEZIONE AMBIENTE MARCHE/FIO;Solid waste;;
;Italy;IRFIS PG MG XII;Credit lines;;
;Italy;IRFIS PG MG XII;Credit lines;;
;Italy;RAFFINERIA SARAS III;Industry;;
;Senegal;SONATEL II;Telecom;;
;Spain;PETRONOR REFINERIA BILBAO;Industry;;
;Spain;REPSOL PETROLEO REFINERIAS II;Industry;;
;The Netherlands;DEMKOLEC BUGGENUM 1&2 (EIB/ED);Energy;;
;Greece;DRAMA IRRIGATION 2;Water, sewerage;;
;Italy;AMBIENTE MEZZOGIORNO/FIO 89;Water, sewerage;;
;United Kingdom;THAMES WATER;Water, sewerage;;
;United Kingdom;BRITISH AIRWAYS FLEET MODERNISATION;Transport;;
;Belgium;BANQUE BRUXELLES LAMBERT EURO GL III;Credit lines;;
;Italy;RAFFINERIA SARAS III;Industry;;
;Italy;VIDEOCOLOR ANAGNI V;Industry;;
;United Kingdom;BRISTOL WATER UK;Water, sewerage;;
;United Kingdom;WELSH WATER VI;Water, sewerage;;
;United Kingdom;WELSH WATER VI;Water, sewerage;;
;France;BTP FINANCES PG IV;Credit lines;;
;Italy;INFRA. TRASPORTI C.N./FIO;Transport;;
;Italy;SNAM GASDOTTI V;Energy;;
;Italy;SNAM GASDOTTI V;Energy;;
;Italy;AMBIENTE MOLISE/FIO;Water, sewerage;;
;Italy;FOS - FIBRE OTTICHE III;Industry;;
;Italy;FOS - FIBRE OTTICHE III;Industry;;
;Italy;FOS - FIBRE OTTICHE III;Industry;;
;Italy;METANIZZAZIONE MILANO II;Energy;;
;United Kingdom;NORTH WEST WATER X;Water, sewerage;;
;Germany;VERBUNDNETZ GAS OSTDEUTSCH.1&2(EIB/ED);Energy;;
;France;HUREL-DUBOIS AERONAUTIQUE/TRENT;Industry;;
;United Kingdom;BARKING POWER LIMITED;Energy;;
;Italy;ACQUE PIEMONTE II/FIO;Water, sewerage;;
;Luxembourg;SES ASTRA SATELLITE II;Telecom;;
;Kenya;GLOBAL PRIVATE ENTERPRISE LOAN;Credit lines;;
;Italy;CREDIOP PG CN IV;Credit lines;;
;Italy;CREDIOP PG CN IV;Credit lines;;
;United Kingdom;ANGLIAN WATER V;Water, sewerage;;
;Italy;EFIBANCA PG CN VIII;Credit lines;;
;Italy;EFIBANCA PG CN VIII;Credit lines;;
;Italy;ICLE PG CN II;Credit lines;;
;Italy;ICLE PG CN II;Credit lines;;
;Italy;EFIBANCA PG MG VI;Credit lines;;
;Italy;EFIBANCA PG MG VI;Credit lines;;
;Italy;ITALTEL MEZZOGIORNO II;Industry;;
;Italy;AGROINDUSTRIA PG CN V;Credit lines;;
;Italy;AGROINDUSTRIA PG CN V;Credit lines;;
;Italy;AGROINDUSTRIA PG CN V;Credit lines;;
;Italy;AGROINDUSTRIA PG CN V;Credit lines;;
;Denmark;ELSAM FYNSVAERKET;Energy;;
;Denmark;KNIPPELSBRO (AUT. GL. INFRA I);Transport;;
;Italy;METANO CITTA III;Energy;;
;Italy;METANO CITTA III;Energy;;
;Italy;NAPOLETANA GAS II;Energy;;
;Italy;NAPOLETANA GAS II;Energy;;
;Italy;AUTOSTRADA DEI TRAFORI IV 2;Transport;;
;Germany;NORTH GERMAN STATE BANKS GL;Credit lines;;
;United Kingdom;SHINETSU LIVINGSTON II;Industry;;
;Spain;TELEFONICA DE ESPANA II;Telecom;;
;Denmark;NATURGAS MIDT/NORD 2;Energy;;
;Germany;FLUGHAFEN FRANKFURT 1&2(EIB/ED) &3;Transport;;
;France;EUROTUNNEL 2 (UK / F);Transport;;
;Ireland;ESB TRANSMISSION IV;Energy;;
;France;GROUPE BANQUES POPULAIRES PG II;Credit lines;;
;Germany;WESTLB GL VII;Credit lines;;
;United Kingdom;EUROTUNNEL 2 (UK / F);Transport;;
;United Kingdom;EUROTUNNEL 2 (UK / F);Transport;;
;Greece;KALAMATA RECONSTRUCTION;Composite infrastructure;;
;Belgium;KREDIETBANK GL III;Credit lines;;
;Italy;ATI MEZZOGIORNO II;Transport;;
;Italy;ATI MEZZOGIORNO II;Transport;;
;Germany;GKW MANNHEIM;Energy;;
;Germany;NORTH GERMAN STATE BANKS GL;Credit lines;;
;Germany;NORTH GERMAN STATE BANKS GL;Credit lines;;
;Italy;AMBIENTE CENTRO NORD/FIO;Water, sewerage;;
;Italy;DISINQUINAMENTO LAGHI NORD/FIO;Water, sewerage;;
;Ireland;IRISH TELECOMMUNICATIONS XII;Telecom;;
;Portugal;TLP TELEFONES III;Telecom;;
;Spain;AUTOPISTA CASTELDEFELLS-SITGES;Transport;;
;Greece;ATHENS METRO 1 & 2;Transport;;
;Zambia;ZESCO;Services;;
;Italy;FERRARA TRENTO/FIO;Urban development;;
;Italy;AMBIENTE URBANO CN/FIO;Urban development;;
;Italy;AMBIENTE TOSCANA/FIO;Solid waste;;
;Italy;AMBIENTE TOSCANA-UMBRIA/FIO 89;Water, sewerage;;
;Denmark;NATURGAS MIDT/NORD 2;Energy;;
;Italy;AMBIENTE CENTRO NORD II/FIO;Solid waste;;
;Italy;INFRASTRUTTURE LAZIO II/FIO;Water, sewerage;;
;Germany;FLUGHAFEN MUENCHEN 2;Transport;;
;Italy;SIP MEZZOGIORNO VIII;Telecom;;
;Italy;SIP MEZZOGIORNO VIII;Telecom;;
;Ghana;AEL A (LOME III);Industry;;
;Ghana;AEL A (LOME III);Industry;;
;Italy;METANIZZAZIONE MILANO II;Energy;;
;United Kingdom;EUROTUNNEL (UK AND F);Transport;;
;Italy;SIP TRASMISSIONE NORD;Telecom;;
;Italy;SIP TRASMISSIONE NORD;Telecom;;
;Germany;WESTLB GL VII;Credit lines;;
;Italy;AMBIENTE EMILIA-ROMAGNA MARCHE/FIO 89;Solid waste;;
;Germany;TEERBAU GMBH;Industry;;
;Italy;ROSPO MARE IV;Energy;;
;Italy;ROSPO MARE IV;Energy;;
;Italy;AMBIENTE CENTRO NORD/FIO;Solid waste;;
;Germany;KLAERANLAGE SOERS;Water, sewerage;;
;Italy;AGIP GIACIMENTI NORD/SUD III;Energy;;
;Italy;AGIP GIACIMENTI NORD/SUD III;Energy;;
;Italy;TECNOL.SERVIZI AVANZATI/FIO;Services;;
;France;CNA/SANEF A26-SUD;Transport;;
;France;CNA/SAPRR AUTOROUTE A39;Transport;;
;United Kingdom;INMARSAT II;Telecom;;
;United Kingdom;INMARSAT II;Telecom;;
;Italy;SNAM GASDOTTI V;Energy;;
;Italy;AGIP GIACIMENTI NORD/SUD III;Energy;;
;Italy;AGIP GIACIMENTI NORD/SUD III;Energy;;
;Germany;BREISGAU ABWASSER;Water, sewerage;;
;Denmark;FIH GL IX;Credit lines;;
;Italy;INTERBANCA PG CN VII;Credit lines;;
;Italy;INTERBANCA PG CN VII;Credit lines;;
;Germany;IKB GL VII;Credit lines;;
;Norway;DEMINEX SNORRE & VESLEFRIKK OIL FIELDS;Energy;;
;Norway;DEMINEX SNORRE & VESLEFRIKK OIL FIELDS;Energy;;
;Denmark;DONG VII;Energy;;
;Germany;NORTH GERMAN STATE BANKS GL;Credit lines;;
;Germany;WESTLB GL VII;Credit lines;;
;Germany;FLUGHAFEN HAMBURG;Transport;;
;Germany;FLUGHAFEN HAMBURG;Transport;;
;Germany;RUHROEL GELSENKIRCHEN;Industry;;
;Denmark;GREAT BELT LINK PPP;Transport;;
;Germany;KLAERANLAGE SOERS;Water, sewerage;;
;Ireland;IRISH TELECOMMUNICATIONS XII;Telecom;;
;São Tomé e Principe;ELECTRICITE (ETUDE);Services;;
;Denmark;ODENSE HEATING AND SEWAGE;Composite infrastructure;;
;Germany;KFW GL UMWELT III;Credit lines;;
;Jordan;ZARQA II;Water, sewerage;;
;Ireland;AER LINGUS TEAM;Transport;;
;France;EURO DISNEYLAND (ACCORD CADRE);Services;;
;Jamaica;NDB III (LOME III);Credit lines;;
;Denmark;A.P.MOELLER OIL & GAS;Energy;;
;Denmark;A.P.MOELLER OIL & GAS;Energy;;
;United Kingdom;UNITED BISCUITS II;Industry;;
;Fiji;NADI AIRCRAFT MAINTENANCE CENTRE;Transport;;
;Germany;WESTLB GL VII;Credit lines;;
;Germany;RUHROEL GELSENKIRCHEN;Industry;;
;France;SEFERGIE PG II;Credit lines;;
;United Kingdom;HAMILTON GAS;Energy;;
;Spain;HISPASAT;Telecom;;
;France;RHONE-POULENC PHENOL;Industry;;
;Malawi;INDEBANK MALAWI;Services;;
;Malawi;MALAWI GLOBAL LOAN;Credit lines;;
;Tanzania;TDFL IV PG;Credit lines;;
;Mauritius;SOCOTA II;Industry;;
;Papua New Guinea;GLOBAL LOAN TO PRIVATE SECTOR;Credit lines;;
;Malawi;BLANTYRE WATER II;Water, sewerage;;
;Spain;BHE PG PYME TURISMO B;Credit lines;;
;France;TAT-TRANSPORT AERIEN TRANSREGIONAL;Transport;;
;Ireland;AER LINGUS TEAM;Transport;;
;Spain;RENFE - AVE MADRID-SEVILLA;Transport;;
;Spain;RENFE - AVE MADRID-SEVILLA;Transport;;
;Greece;IMP - INFORMATION TECHNOLOGY;Credit lines;;
;Burkina Faso;SONABEL II BOBO-BANFORA (LOME III);Energy;;
;Burkina Faso;SONABEL II BOBO-BANFORA (LOME III);Energy;;
;The Netherlands;ABN-AMRO EURO GL;Credit lines;;
;United Kingdom;BNFL THORP 3;Energy;;
;Spain;BPE PG PYME IV;Credit lines;;
;Denmark;FIH GL IX;Credit lines;;
;Italy;CREDIOP PG MG III;Credit lines;;
;Italy;CREDIOP PG MG III;Credit lines;;
;Italy;BANCO DI NAPOLI PG MG VII;Credit lines;;
;Italy;BANCO DI NAPOLI PG MG VII;Credit lines;;
;Italy;SAN PAOLO PG CN VI - BEI/PME B;Credit lines;;
;Italy;SAN PAOLO PG CN VI - BEI/PME B;Credit lines;;
;Guinea;ADDUCTION EAU CONAKRY II;Water, sewerage;;
;Hungary;NATIONAL BANK OF HUNGARY APEX LOAN;Credit lines;;
;Italy;AMBROVENETO PG CN - BEI/PMI B;Credit lines;;
;Italy;AMBROVENETO PG CN - BEI/PMI B;Credit lines;;
;Italy;IMI PG CN XIV;Credit lines;;
;Italy;IMI PG CN XIV;Credit lines;;
;Spain;BINTER CANARIAS TRANSPORTE REGIONAL;Transport;;
;Italy;METANIZZAZIONE MILANO II;Energy;;
;Hungary;MVMT KELENFOLD REHABILITATION;Energy;;
;Jordan;IDB SMALL ENTERPRISES GL;Credit lines;;
;Jordan;IDB SMALL ENTERPRISES GL;Credit lines;;
;Spain;RED ELECTRICA DE ESPANA 2;Energy;;
;France;PARIBAS EURO PG PME;Credit lines;;
;Belgium;BANK VAN ROESELARE GL II;Credit lines;;
;OCT;TRANSPORTS MARITIMES (LOME III);Transport;;
;Portugal;BPI GL IX;Credit lines;;
;Gambia;GREATER BANJUL WATER SUPPLY 2;Water, sewerage;;
;Italy;EDISON MARGHERA;Energy;;
;Trinidad and Tobago;TRINTOC REFINERY PROJECT;Industry;;
;France;CLF MIDI-PYRENEES PGRI III;Credit lines;;
;The Netherlands;DEMKOLEC BUGGENUM 1&2 (EIB/ED);Energy;;
;France;CLF PACA/CORSE PGRI III;Credit lines;;
;Egypt;MISR COMPRESSORS;Industry;;
;Portugal;FORD/VW VX62 JOINT VENTURE;Industry;;
;Egypt;MISR COMPRESSORS;Industry;;
;France;LYON-VOIRIE URBAINE;Transport;;
;United Kingdom;ANGLIAN WATER V;Water, sewerage;;
;United Kingdom;FISONS R+D CENTRE;Industry;;
;Germany;OPEL WERKE EISENACH;Industry;;
;The Netherlands;ECT TERMINAL ROTTERDAM;Transport;;
;Italy;MCC PG CN XIV (BEI/PMI B);Credit lines;;
;Germany;NORTH GERMAN STATE BANKS GL;Credit lines;;
;Italy;MCC PG MZG VIII;Credit lines;;
;Italy;MCC PG CN XV;Credit lines;;
;Luxembourg;SES ASTRA SATELLITE II;Telecom;;
;Italy;TIRRENIA TRAGHETTI II;Transport;;
;Italy;TIRRENIA TRAGHETTI II;Transport;;
;Italy;TELERISCALDAM.REGGIO EMILIA II(AUT.GL);Energy;;
;France;SNCF TGV NORD;Transport;;
;France;SNCF TGV NORD 2;Transport;;
;Italy;ITALGAS ROMA IV;Energy;;
;Italy;ITALGAS ROMA IV;Energy;;
;Comoros;BDC PG II;Credit lines;;
;France;EUROTUNNEL(F/UK);Transport;;
;Portugal;JAE ESTRADAS IX 1&2;Transport;;
;Portugal;CAMINHOS DE FERRO PORTUGUESES II;Transport;;
;Portugal;FERROVIA PORTO;Transport;;
;Ghana;VRA IV;Energy;;
;Portugal;FORD ELECTRONICA PORTUGUESA;Industry;;
;Denmark;FREDERIKSBERG HEATING;Energy;;
;The Netherlands;KNP PAPIERMACHINES;Industry;;
;Italy;TELERISCALDAMENTO TORINO;Energy;;
;Italy;TELERISCALDAMENTO TORINO;Energy;;
;Italy;ENEL IMPIANTI IDROELETTRICI III;Energy;;
;Italy;MONTEPASCHI PG MG II;Credit lines;;
;Italy;MONTEPASCHI PG MG II;Credit lines;;
;Italy;ENEL FIUME SANTO II;Energy;;
;Italy;ENEL FUSINA;Energy;;
;Italy;ENEL LA SPEZIA;Energy;;
;Germany;FLUGHAFEN HAMBURG;Transport;;
;United Kingdom;ICI PHARMACEUTICALS;Industry;;
;Tunisia;PERIMETRES IRRIGUES;Water, sewerage;;
;Italy;MONTEPASCHI PG CENTRO NORD I;Credit lines;;
;Italy;MONTEPASCHI PG CENTRO NORD I;Credit lines;;
;United Kingdom;TIOXIDE EFFLUENT TREATMENT;Industry;;
;Tunisia;ASSAINISSEMENT EAUX DE GABES;Water, sewerage;;
;Italy;ROSPO MARE IV;Energy;;
;Nigeria;OSO FIELD;Energy;;
;Greece;ATHENS KATERINI MOTORWAY;Transport;;
;Greece;CSF I FRMWK LOAN INFRASTRUCTURE 1&2;Credit lines;;
;Italy;CENTROBANCA PG CN VI;Credit lines;;
;Italy;CENTROBANCA PG CN VI;Credit lines;;
;Greece;TECHNICAL TRAINING CENTRES II;Education;;
;Greece;PPC IMP ENERGY FRAMEWORK II;Credit lines;;
;Greece;KALAMATA RECONSTRUCTION;Composite infrastructure;;
;Greece;WESTERN CRETE IRRIGATION II;Water, sewerage;;
;Italy;SIT TRENTO;Energy;;
;Greece;PPC MAKROCHORI HYDRO PLANT;Energy;;
;Ghana;AEL A (LOME III);Industry;;
;Italy;TELERISCALDAMENTO BRESCIA III;Energy;;
;Portugal;MUNICIPAL INFRA GL II;Credit lines;;
;Italy;CREDIOP PG CN III (BEI/PMI B);Credit lines;;
;Italy;CREDIOP PG CN III (BEI/PMI B);Credit lines;;
;Portugal;CGD GL VIII;Credit lines;;
;France;EURODIF MOCA;Energy;;
;Morocco;PERIMETRE IRRIGUE DES DOUKKALA;Water, sewerage;;
;France;CFD DOM PME PG;Credit lines;;
;Denmark;AMAGER WASTE DISPOSAL;Energy;;
;United Kingdom;ORYX - ALBA FIELD;Energy;;
;United Kingdom;MIDLAND PRINTING;Industry;;
;Spain;AVIACO RENOVACION DE FLOTA;Transport;;
;United Kingdom;NORTHUMBRIAN WATER VIII;Water, sewerage;;
;Spain;IFEMA FERIA DE MADRID;Urban development;;
;Spain;IFEMA FERIA DE MADRID;Urban development;;
;United Kingdom;DEMINEX SCOTT FIELD;Energy;;
;Italy;SNAM GASDOTTI V;Energy;;
;Italy;SNAM GASDOTTI V;Energy;;
;Italy;SIP MEZZOGIORNO VIII;Telecom;;
;Italy;SIP MEZZOGIORNO VIII;Telecom;;
;Aruba;AIB GL II;Credit lines;;
;Italy;SIP MEZZOGIORNO VIII;Telecom;;
;Italy;SIP MEZZOGIORNO VIII;Telecom;;
;Italy;SIP MEZZOGIORNO VIII;Telecom;;
;Aruba;AIB  GL II;Credit lines;;
;Denmark;A.P.MOELLER OIL & GAS;Energy;;
;Guinea;FRIGUIA IV;Industry;;
;Italy;INFRASTRUTTURE MEZZOGIORNO II/FIO;Transport;;
;Germany;FLUGHAFEN MUENCHEN 2;Transport;;
;France;BAIL EQUIPEMENT PG III;Credit lines;;
